                  authorA	                  authorB	        authorC	Sup(A,B,C)	Sup(A)	Sup(B)	Sup(C)	Con(A)	Con(B)	Con(C)	MinCon	MaxCon
                    16273	                   244580	               	       190	   376	   215	     0	\0.5053	0.8837	0.0000	0.5053	0.8837
                   203388	                   148733	               	       190	   447	   294	     0	\0.4251	0.6463	0.0000	0.4251	0.6463
                      669	                      668	               	       189	   192	   280	     0	\0.9844	0.6750	0.0000	0.6750	0.9844
                   431240	                   316314	               	       188	   192	   353	     0	\0.9792	0.5326	0.0000	0.5326	0.9792
                    48207	                    48209	               	       188	   248	   242	     0	\0.7581	0.7769	0.0000	0.7581	0.7769
                    67954	                   110315	               	       185	   447	   215	     0	\0.4139	0.8605	0.0000	0.4139	0.8605
                   161015	                   161016	               	       184	   201	   230	     0	\0.9154	0.8000	0.0000	0.8000	0.9154
                      451	                      427	               	       184	   221	   270	     0	\0.8326	0.6815	0.0000	0.6815	0.8326
                      284	                    94280	               	       183	   226	   201	     0	\0.8097	0.9104	0.0000	0.8097	0.9104
                   276125	                   223308	               	       183	   232	   215	     0	\0.7888	0.8512	0.0000	0.7888	0.8512
                     6584	                     6583	               	       180	   260	   426	     0	\0.6923	0.4225	0.0000	0.4225	0.6923
                     7142	                    13861	               	       177	   314	   227	     0	\0.5637	0.7797	0.0000	0.5637	0.7797
                   116967	                   105849	               	       176	   216	   201	     0	\0.8148	0.8756	0.0000	0.8148	0.8756
                   195454	                    87092	               	       175	   348	   201	     0	\0.5029	0.8706	0.0000	0.5029	0.8706
                   188048	                   139345	               	       175	   376	   272	     0	\0.4654	0.6434	0.0000	0.4654	0.6434
                   127805	                   127806	               	       174	   196	   180	     0	\0.8878	0.9667	0.0000	0.8878	0.9667
                    67733	                    67737	               	       174	   192	   282	     0	\0.9062	0.6170	0.0000	0.6170	0.9062
                   252220	                   252221	               	       174	   240	   202	     0	\0.7250	0.8614	0.0000	0.7250	0.8614
                    23770	                    23765	               	       173	   244	   297	     0	\0.7090	0.5825	0.0000	0.5825	0.7090
                    13898	                   159834	               	       172	   225	   249	     0	\0.7644	0.6908	0.0000	0.6908	0.7644
                     3907	                     3904	               	       171	   195	   347	     0	\0.8769	0.4928	0.0000	0.4928	0.8769
                    45624	                    45221	               	       171	   216	   200	     0	\0.7917	0.8550	0.0000	0.7917	0.8550
                    13628	                   159834	               	       171	   241	   249	     0	\0.7095	0.6867	0.0000	0.6867	0.7095
                    75692	                    74570	               	       170	   179	   407	     0	\0.9497	0.4177	0.0000	0.4177	0.9497
                   517229	                    15646	               	       170	   195	   412	     0	\0.8718	0.4126	0.0000	0.4126	0.8718
                   153697	                    78209	               	       170	   218	   408	     0	\0.7798	0.4167	0.0000	0.4167	0.7798
                   253722	                   253721	               	       170	   380	   301	     0	\0.4474	0.5648	0.0000	0.4474	0.5648
                     5831	                     6708	               	       169	   414	   210	     0	\0.4082	0.8048	0.0000	0.4082	0.8048
                    32745	                    32744	               	       169	   356	   219	     0	\0.4747	0.7717	0.0000	0.4747	0.7717
                    23254	                    22932	               	       169	   319	   257	     0	\0.5298	0.6576	0.0000	0.5298	0.6576
                   161162	                   160971	               	       168	   195	   186	     0	\0.8615	0.9032	0.0000	0.8615	0.9032
                    12536	                    73433	               	       167	   217	   203	     0	\0.7696	0.8227	0.0000	0.7696	0.8227
                    77149	                    77151	               	       167	   203	   324	     0	\0.8227	0.5154	0.0000	0.5154	0.8227
                    85199	                    23882	               	       167	   312	   309	     0	\0.5353	0.5405	0.0000	0.5353	0.5405
                   515250	                   652146	               	       166	   251	   169	     0	\0.6614	0.9822	0.0000	0.6614	0.9822
                    23680	                    23682	               	       165	   178	   303	     0	\0.9270	0.5446	0.0000	0.5446	0.9270
                   843278	                   316314	               	       165	   180	   353	     0	\0.9167	0.4674	0.0000	0.4674	0.9167
                    83052	                   530470	               	       165	   355	   205	     0	\0.4648	0.8049	0.0000	0.4648	0.8049
                   229515	                   229517	               	       164	   345	   241	     0	\0.4754	0.6805	0.0000	0.4754	0.6805
                   457955	                   568176	               	       162	   294	   252	     0	\0.5510	0.6429	0.0000	0.5510	0.6429
                   384333	                   215034	               	       161	   165	   219	     0	\0.9758	0.7352	0.0000	0.7352	0.9758
                    15393	                    12447	               	       161	   251	   255	     0	\0.6414	0.6314	0.0000	0.6314	0.6414
                     7486	                    51613	               	       160	   271	   377	     0	\0.5904	0.4244	0.0000	0.4244	0.5904
                    51369	                    51366	               	       158	   389	   179	     0	\0.4062	0.8827	0.0000	0.4062	0.8827
                   514624	                   153268	               	       158	   216	   350	     0	\0.7315	0.4514	0.0000	0.4514	0.7315
                     4200	                     4199	               	       158	   278	   243	     0	\0.5683	0.6502	0.0000	0.5683	0.6502
                   120012	                   120010	               	       157	   195	   169	     0	\0.8051	0.9290	0.0000	0.8051	0.9290
                    13898	                    13628	               	       157	   225	   241	     0	\0.6978	0.6515	0.0000	0.6515	0.6978
                   417670	                   147030	               	       156	   335	   241	     0	\0.4657	0.6473	0.0000	0.4657	0.6473
                   133913	                   127789	               	       155	   189	   228	     0	\0.8201	0.6798	0.0000	0.6798	0.8201
                   214142	                   214141	               	       155	   263	   214	     0	\0.5894	0.7243	0.0000	0.5894	0.7243
                    69864	                    69865	               	       155	   237	   271	     0	\0.6540	0.5720	0.0000	0.5720	0.6540
                   413296	                   611801	               	       154	   229	   158	     0	\0.6725	0.9747	0.0000	0.6725	0.9747
                    40803	                   123916	               	       154	   253	   161	     0	\0.6087	0.9565	0.0000	0.6087	0.9565
                    69814	                    69815	               	       154	   196	   185	     0	\0.7857	0.8324	0.0000	0.7857	0.8324
                     5916	                     3242	               	       154	   198	   366	     0	\0.7778	0.4208	0.0000	0.4208	0.7778
                   189795	                   190063	               	       154	   285	   212	     0	\0.5404	0.7264	0.0000	0.5404	0.7264
                   499777	                   499776	               	       153	   197	   156	     0	\0.7766	0.9808	0.0000	0.7766	0.9808
                   450473	                   450472	               	       153	   162	   163	     0	\0.9444	0.9387	0.0000	0.9387	0.9444
                    51913	                    51915	               	       153	   250	   359	     0	\0.6120	0.4262	0.0000	0.4262	0.6120
                   129972	                    29141	               	       151	   188	   266	     0	\0.8032	0.5677	0.0000	0.5677	0.8032
                   406624	                   186895	               	       151	   212	   228	     0	\0.7123	0.6623	0.0000	0.6623	0.7123
                    78565	                    79326	               	       150	   209	   159	     0	\0.7177	0.9434	0.0000	0.7177	0.9434
                   436789	                    47339	               	       150	   187	   178	     0	\0.8021	0.8427	0.0000	0.8021	0.8427
                   172345	                   172346	               	       150	   178	   194	     0	\0.8427	0.7732	0.0000	0.7732	0.8427
                    16187	                     2001	               	       150	   193	   213	     0	\0.7772	0.7042	0.0000	0.7042	0.7772
                   255981	                   326085	               	       149	   360	   167	     0	\0.4139	0.8922	0.0000	0.4139	0.8922
                     2321	                     2322	               	       149	   186	   169	     0	\0.8011	0.8817	0.0000	0.8011	0.8817
                   226475	                   226476	               	       149	   176	   240	     0	\0.8466	0.6208	0.0000	0.6208	0.8466
                    70250	                    70251	               	       149	   233	   300	     0	\0.6395	0.4967	0.0000	0.4967	0.6395
                   176414	                   176415	               	       148	   174	   338	     0	\0.8506	0.4379	0.0000	0.4379	0.8506
                    13898	                    13628	         159834	       148	   225	   241	   249	\0.6578	0.6141	0.5944	0.5944	0.6578
                    78667	                   193037	               	       147	   261	   184	     0	\0.5632	0.7989	0.0000	0.5632	0.7989
                   300881	                   107910	               	       147	   274	   193	     0	\0.5365	0.7617	0.0000	0.5365	0.7617
                    50998	                    51123	               	       147	   217	   219	     0	\0.6774	0.6712	0.0000	0.6712	0.6774
                   232779	                   232780	               	       146	   171	   148	     0	\0.8538	0.9865	0.0000	0.8538	0.9865
                    21686	                    21688	               	       146	   265	   318	     0	\0.5509	0.4591	0.0000	0.4591	0.5509
                   137557	                   137558	               	       145	   152	   182	     0	\0.9539	0.7967	0.0000	0.7967	0.9539
                   431240	                   843278	               	       145	   192	   180	     0	\0.7552	0.8056	0.0000	0.7552	0.8056
                   431240	                   843278	         316314	       145	   192	   180	   353	\0.7552	0.8056	0.4108	0.4108	0.8056
                   216973	                   216972	               	       145	   220	   197	     0	\0.6591	0.7360	0.0000	0.6591	0.7360
                     5295	                   105052	               	       144	   221	   192	     0	\0.6516	0.7500	0.0000	0.6516	0.7500
                    40320	                    40319	               	       143	   144	   164	     0	\0.9931	0.8720	0.0000	0.8720	0.9931
                    72862	                    72864	               	       143	   151	   322	     0	\0.9470	0.4441	0.0000	0.4441	0.9470
                   306215	                   306214	               	       143	   167	   159	     0	\0.8563	0.8994	0.0000	0.8563	0.8994
                   256460	                   256459	               	       143	   237	   206	     0	\0.6034	0.6942	0.0000	0.6034	0.6942
                    82931	                    82932	               	       142	   166	   345	     0	\0.8554	0.4116	0.0000	0.4116	0.8554
                     7146	                     7145	               	       142	   277	   169	     0	\0.5126	0.8402	0.0000	0.5126	0.8402
                     7706	                     7299	               	       142	   169	   209	     0	\0.8402	0.6794	0.0000	0.6794	0.8402
                   370940	                   269220	               	       142	   217	   213	     0	\0.6544	0.6667	0.0000	0.6544	0.6667
                   119139	                   119140	               	       142	   233	   340	     0	\0.6094	0.4176	0.0000	0.4176	0.6094
                   233354	                   229534	               	       141	   142	   295	     0	\0.9930	0.4780	0.0000	0.4780	0.9930
                    95015	                    95017	               	       141	   236	   158	     0	\0.5975	0.8924	0.0000	0.5975	0.8924
                    15932	                     9271	               	       141	   181	   254	     0	\0.7790	0.5551	0.0000	0.5551	0.7790
                    71440	                    71992	               	       141	   195	   254	     0	\0.7231	0.5551	0.0000	0.5551	0.7231
                   411776	                    78319	               	       140	   160	   274	     0	\0.8750	0.5109	0.0000	0.5109	0.8750
                    76200	                    69790	               	       140	   169	   286	     0	\0.8284	0.4895	0.0000	0.4895	0.8284
                   481061	                    73028	               	       140	   192	   247	     0	\0.7292	0.5668	0.0000	0.5668	0.7292
                   117181	                   116894	               	       140	   263	   267	     0	\0.5323	0.5243	0.0000	0.5243	0.5323
                   923212	                   255697	               	       139	   151	   324	     0	\0.9205	0.4290	0.0000	0.4290	0.9205
                   428551	                    85739	               	       139	   158	   314	     0	\0.8797	0.4427	0.0000	0.4427	0.8797
                    35079	                    35077	               	       139	   276	   186	     0	\0.5036	0.7473	0.0000	0.5036	0.7473
                    71007	                    73118	               	       139	   228	   285	     0	\0.6096	0.4877	0.0000	0.4877	0.6096
                   270372	                   993520	               	       139	   231	   254	     0	\0.6017	0.5472	0.0000	0.5472	0.6017
                   148511	                   397539	               	       138	   224	   215	     0	\0.6161	0.6419	0.0000	0.6161	0.6419
                   299306	                   299307	               	       137	   141	   142	     0	\0.9716	0.9648	0.0000	0.9648	0.9716
                   299716	                   261757	               	       137	   164	   251	     0	\0.8354	0.5458	0.0000	0.5458	0.8354
                    87658	                    16139	               	       137	   238	   238	     0	\0.5756	0.5756	0.0000	0.5756	0.5756
                    70845	                    70846	               	       136	   211	   138	     0	\0.6445	0.9855	0.0000	0.6445	0.9855
                   235343	                   232786	               	       136	   139	   193	     0	\0.9784	0.7047	0.0000	0.7047	0.9784
                   142554	                    70579	               	       136	   166	   163	     0	\0.8193	0.8344	0.0000	0.8193	0.8344
                    21505	                    21504	               	       136	   278	   227	     0	\0.4892	0.5991	0.0000	0.4892	0.5991
                   277443	                   276288	               	       135	   142	   226	     0	\0.9507	0.5973	0.0000	0.5973	0.9507
                   227034	                   227029	               	       135	   167	   147	     0	\0.8084	0.9184	0.0000	0.8084	0.9184
                   122564	                   122565	               	       135	   148	   248	     0	\0.9122	0.5444	0.0000	0.5444	0.9122
                    12454	                    12586	               	       135	   159	   289	     0	\0.8491	0.4671	0.0000	0.4671	0.8491
                    33435	                    33434	               	       135	   223	   173	     0	\0.6054	0.7803	0.0000	0.6054	0.7803
                   188084	                   188086	               	       135	   190	   301	     0	\0.7105	0.4485	0.0000	0.4485	0.7105
                    10294	                    12046	               	       135	   252	   196	     0	\0.5357	0.6888	0.0000	0.5357	0.6888
                   217471	                   217660	               	       135	   210	   204	     0	\0.6429	0.6618	0.0000	0.6429	0.6618
                   270955	                   270956	               	       134	   140	   186	     0	\0.9571	0.7204	0.0000	0.7204	0.9571
                   108619	                   108618	               	       134	   272	   141	     0	\0.4926	0.9504	0.0000	0.4926	0.9504
                   147718	                   147716	               	       134	   194	   150	     0	\0.6907	0.8933	0.0000	0.6907	0.8933
                   217019	                   405987	               	       134	   229	   165	     0	\0.5852	0.8121	0.0000	0.5852	0.8121
                    98294	                   217561	               	       134	   183	   178	     0	\0.7322	0.7528	0.0000	0.7322	0.7528
                   122554	                   100926	               	       134	   303	   180	     0	\0.4422	0.7444	0.0000	0.4422	0.7444
                     4015	                     4016	               	       134	   187	   212	     0	\0.7166	0.6321	0.0000	0.6321	0.7166
                   188395	                   188393	               	       134	   202	   223	     0	\0.6634	0.6009	0.0000	0.6009	0.6634
                   529276	                   529275	               	       133	   140	   268	     0	\0.9500	0.4963	0.0000	0.4963	0.9500
                   608328	                   463228	               	       133	   171	   217	     0	\0.7778	0.6129	0.0000	0.6129	0.7778
                   187852	                   187867	               	       133	   321	   182	     0	\0.4143	0.7308	0.0000	0.4143	0.7308
                   404576	                     6589	               	       132	   140	   272	     0	\0.9429	0.4853	0.0000	0.4853	0.9429
                   428606	                   428608	               	       132	   180	   245	     0	\0.7333	0.5388	0.0000	0.5388	0.7333
                   514153	                   298165	               	       131	   156	   224	     0	\0.8397	0.5848	0.0000	0.5848	0.8397
                   625980	                   625981	               	       131	   157	   285	     0	\0.8344	0.4596	0.0000	0.4596	0.8344
                     5742	                     5744	               	       131	   260	   249	     0	\0.5038	0.5261	0.0000	0.5038	0.5261
                   214849	                   221458	               	       130	   313	   133	     0	\0.4153	0.9774	0.0000	0.4153	0.9774
                    72863	                    72862	               	       130	   303	   151	     0	\0.4290	0.8609	0.0000	0.4290	0.8609
                   111842	                   127692	               	       130	   251	   161	     0	\0.5179	0.8075	0.0000	0.5179	0.8075
                   515250	                   515252	               	       129	   251	   133	     0	\0.5139	0.9699	0.0000	0.5139	0.9699
                   130470	                   130471	               	       129	   145	   172	     0	\0.8897	0.7500	0.0000	0.7500	0.8897
                    69804	                    71770	               	       129	   315	   159	     0	\0.4095	0.8113	0.0000	0.4095	0.8113
                     9397	                     9396	               	       129	   257	   192	     0	\0.5019	0.6719	0.0000	0.5019	0.6719
                    92145	                    92148	               	       129	   227	   211	     0	\0.5683	0.6114	0.0000	0.5683	0.6114
                   117197	                   117196	               	       129	   211	   233	     0	\0.6114	0.5536	0.0000	0.5536	0.6114
                    12693	                    12692	               	       129	   244	   235	     0	\0.5287	0.5489	0.0000	0.5287	0.5489
                   100841	                   100838	               	       128	   205	   141	     0	\0.6244	0.9078	0.0000	0.6244	0.9078
                   325371	                   325369	               	       128	   141	   143	     0	\0.9078	0.8951	0.0000	0.8951	0.9078
                    72331	                    72330	               	       128	   243	   169	     0	\0.5267	0.7574	0.0000	0.5267	0.7574
                   144216	                   140849	               	       128	   218	   278	     0	\0.5872	0.4604	0.0000	0.4604	0.5872
                   104312	                   103010	               	       126	   135	   278	     0	\0.9333	0.4532	0.0000	0.4532	0.9333
                    88902	                   109060	               	       126	   277	   135	     0	\0.4549	0.9333	0.0000	0.4549	0.9333
                   108849	                    98605	               	       126	   137	   181	     0	\0.9197	0.6961	0.0000	0.6961	0.9197
                    83343	                    40575	               	       126	   147	   181	     0	\0.8571	0.6961	0.0000	0.6961	0.8571
                   618966	                   618964	               	       126	   151	   199	     0	\0.8344	0.6332	0.0000	0.6332	0.8344
                     5069	                   101673	               	       126	   154	   196	     0	\0.8182	0.6429	0.0000	0.6429	0.8182
                   191103	                    90649	               	       126	   218	   161	     0	\0.5780	0.7826	0.0000	0.5780	0.7826
                     6495	                     6496	               	       125	   128	   311	     0	\0.9766	0.4019	0.0000	0.4019	0.9766
                   134543	                   237457	               	       125	   247	   128	     0	\0.5061	0.9766	0.0000	0.5061	0.9766
                   312889	                   312890	               	       125	   130	   177	     0	\0.9615	0.7062	0.0000	0.7062	0.9615
                   167290	                   167287	               	       125	   145	   132	     0	\0.8621	0.9470	0.0000	0.8621	0.9470
                    15117	                   189130	               	       125	   296	   160	     0	\0.4223	0.7812	0.0000	0.4223	0.7812
                   188194	                   188190	               	       125	   243	   172	     0	\0.5144	0.7267	0.0000	0.5144	0.7267
                   150683	                   248680	               	       123	   226	   125	     0	\0.5442	0.9840	0.0000	0.5442	0.9840
                   147489	                   335953	               	       123	   142	   146	     0	\0.8662	0.8425	0.0000	0.8425	0.8662
                   532544	                   870634	               	       123	   183	   168	     0	\0.6721	0.7321	0.0000	0.6721	0.7321
                   101956	                   101953	               	       123	   210	   261	     0	\0.5857	0.4713	0.0000	0.4713	0.5857
                    74227	                    74229	               	       122	   131	   159	     0	\0.9313	0.7673	0.0000	0.7673	0.9313
                   123894	                   123895	               	       122	   136	   268	     0	\0.8971	0.4552	0.0000	0.4552	0.8971
                   147718	                   147717	               	       122	   194	   137	     0	\0.6289	0.8905	0.0000	0.6289	0.8905
                    72863	                   183460	               	       122	   303	   142	     0	\0.4026	0.8592	0.0000	0.4026	0.8592
                    45491	                    86989	               	       122	   175	   147	     0	\0.6971	0.8299	0.0000	0.6971	0.8299
                   167353	                   167352	               	       122	   253	   170	     0	\0.4822	0.7176	0.0000	0.4822	0.7176
                   515250	                   113307	               	       122	   251	   186	     0	\0.4861	0.6559	0.0000	0.4861	0.6559
                   200092	                   198873	               	       121	   122	   191	     0	\0.9918	0.6335	0.0000	0.6335	0.9918
                  1790662	                   257533	               	       121	   122	   166	     0	\0.9918	0.7289	0.0000	0.7289	0.9918
                    74232	                    74229	               	       121	   172	   159	     0	\0.7035	0.7610	0.0000	0.7035	0.7610
                     6010	                     6009	               	       120	   130	   178	     0	\0.9231	0.6742	0.0000	0.6742	0.9231
                   411857	                    71858	               	       120	   183	   138	     0	\0.6557	0.8696	0.0000	0.6557	0.8696
                   182420	                     9853	               	       120	   141	   278	     0	\0.8511	0.4317	0.0000	0.4317	0.8511
                   308139	                   180162	               	       120	   143	   242	     0	\0.8392	0.4959	0.0000	0.4959	0.8392
                    23368	                    23369	               	       119	   124	   206	     0	\0.9597	0.5777	0.0000	0.5777	0.9597
                    64042	                    91816	               	       119	   139	   242	     0	\0.8561	0.4917	0.0000	0.4917	0.8561
                   122104	                   122105	               	       119	   159	   142	     0	\0.7484	0.8380	0.0000	0.7484	0.8380
                   463017	                   100889	               	       119	   176	   259	     0	\0.6761	0.4595	0.0000	0.4595	0.6761
                   223135	                   223136	               	       118	   160	   129	     0	\0.7375	0.9147	0.0000	0.7375	0.9147
                   161277	                   161276	               	       118	   190	   132	     0	\0.6211	0.8939	0.0000	0.6211	0.8939
                   101137	                   101136	               	       118	   150	   193	     0	\0.7867	0.6114	0.0000	0.6114	0.7867
                   652146	                   113307	               	       118	   169	   186	     0	\0.6982	0.6344	0.0000	0.6344	0.6982
                     3907	                     3906	               	       117	   195	   145	     0	\0.6000	0.8069	0.0000	0.6000	0.8069
                    50007	                   109634	               	       117	   195	   241	     0	\0.6000	0.4855	0.0000	0.4855	0.6000
                    74464	                    83112	               	       117	   230	   196	     0	\0.5087	0.5969	0.0000	0.5087	0.5969
                   100840	                   100841	               	       116	   136	   205	     0	\0.8529	0.5659	0.0000	0.5659	0.8529
                    32929	                    32126	               	       116	   138	   226	     0	\0.8406	0.5133	0.0000	0.5133	0.8406
                   222503	                   222502	               	       116	   199	   138	     0	\0.5829	0.8406	0.0000	0.5829	0.8406
                   481061	                   481060	               	       116	   192	   141	     0	\0.6042	0.8227	0.0000	0.6042	0.8227
                   481060	                    73028	               	       116	   141	   247	     0	\0.8227	0.4696	0.0000	0.4696	0.8227
                   481061	                   481060	          73028	       116	   192	   141	   247	\0.6042	0.8227	0.4696	0.4696	0.8227
                   204333	                   204334	               	       116	   148	   205	     0	\0.7838	0.5659	0.0000	0.5659	0.7838
                   783160	                   625981	               	       116	   153	   285	     0	\0.7582	0.4070	0.0000	0.4070	0.7582
                    51099	                    99146	               	       116	   226	   156	     0	\0.5133	0.7436	0.0000	0.5133	0.7436
                   204334	                   204332	               	       116	   205	   159	     0	\0.5659	0.7296	0.0000	0.5659	0.7296
                   515250	                   652146	         113307	       116	   251	   169	   186	\0.4622	0.6864	0.6237	0.4622	0.6864
                   216068	                   216382	               	       116	   239	   170	     0	\0.4854	0.6824	0.0000	0.4854	0.6824
                   379086	                   335499	               	       116	   172	   205	     0	\0.6744	0.5659	0.0000	0.5659	0.6744
                   235577	                   232188	               	       116	   200	   248	     0	\0.5800	0.4677	0.0000	0.4677	0.5800
                    11525	                    11526	               	       115	   151	   125	     0	\0.7616	0.9200	0.0000	0.7616	0.9200
                  1033834	                   150876	               	       115	   132	   196	     0	\0.8712	0.5867	0.0000	0.5867	0.8712
                     5665	                    15681	               	       115	   270	   141	     0	\0.4259	0.8156	0.0000	0.4259	0.8156
                    98199	                    65381	               	       115	   155	   171	     0	\0.7419	0.6725	0.0000	0.6725	0.7419
                    23478	                     7357	               	       115	   165	   245	     0	\0.6970	0.4694	0.0000	0.4694	0.6970
                    95499	                    95497	               	       114	   134	   116	     0	\0.8507	0.9828	0.0000	0.8507	0.9828
                   780507	                   437610	               	       114	   117	   246	     0	\0.9744	0.4634	0.0000	0.4634	0.9744
                    21814	                    21816	               	       114	   132	   120	     0	\0.8636	0.9500	0.0000	0.8636	0.9500
                   121530	                   121529	               	       114	   146	   120	     0	\0.7808	0.9500	0.0000	0.7808	0.9500
                     9910	                   610633	               	       114	   283	   128	     0	\0.4028	0.8906	0.0000	0.4028	0.8906
                    16726	                    68045	               	       114	   194	   130	     0	\0.5876	0.8769	0.0000	0.5876	0.8769
                    51564	                    51999	               	       114	   165	   160	     0	\0.6909	0.7125	0.0000	0.6909	0.7125
                   773568	                   658407	               	       114	   257	   161	     0	\0.4436	0.7081	0.0000	0.4436	0.7081
                   629493	                   659969	               	       113	   128	   120	     0	\0.8828	0.9417	0.0000	0.8828	0.9417
                    23675	                     1592	               	       113	   141	   241	     0	\0.8014	0.4689	0.0000	0.4689	0.8014
                   270496	                   839211	               	       113	   186	   141	     0	\0.6075	0.8014	0.0000	0.6075	0.8014
                   276179	                   276178	               	       113	   151	   142	     0	\0.7483	0.7958	0.0000	0.7483	0.7958
                    69814	                    69813	               	       113	   196	   144	     0	\0.5765	0.7847	0.0000	0.5765	0.7847
                    69815	                    69813	               	       113	   185	   144	     0	\0.6108	0.7847	0.0000	0.6108	0.7847
                     7636	                    11519	               	       113	   230	   166	     0	\0.4913	0.6807	0.0000	0.4913	0.6807
                   247298	                   104584	               	       113	   189	   190	     0	\0.5979	0.5947	0.0000	0.5947	0.5979
                    86990	                    86989	               	       112	   117	   147	     0	\0.9573	0.7619	0.0000	0.7619	0.9573
